set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
5029-1,"Duplo Family, Caucasian",Miscellaneous,Service Packs,Duplo,1996.0,5.0,6.0,/inventories/5029-1,/minifigs/inset-5029-1,$12.00,"New: $23, Used: Not known",,,"Baby, Camera, Dog, Polybag",Normal,Polybag,
5087-1,Duplo Toolo Wrench,Miscellaneous,Service Packs,Toolo,1996.0,1.0,0.0,,,$2.75,"New: $2, Used: Not known",,,Polybag,Normal,Polybag,
5089-1,"Duplo Family, African American",Miscellaneous,Service Packs,Duplo,1996.0,5.0,6.0,/inventories/5089-1,/minifigs/inset-5089-1,$12.00,"New: $33, Used: Not known",,,"Baby, Camera, Dog, Polybag",Normal,Polybag,
5090-1,"Duplo Family, Asian",Miscellaneous,Service Packs,Duplo,1996.0,5.0,6.0,/inventories/5090-1,/minifigs/inset-5090-1,$12.00,"New: Not known, Used: Not known",,,"Baby, Camera, Dog, Polybag",Normal,Polybag,
5091-1,"Duplo Family, Hispanic",Miscellaneous,Service Packs,Duplo,1996.0,5.0,6.0,/inventories/5091-1,/minifigs/inset-5091-1,$12.00,"New: Not known, Used: $50",,,"Baby, Camera, Dog, Polybag",Normal,Polybag,
5110-2,Pneumatic Value Pack,Miscellaneous,Service Packs,Technic,1996.0,9.0,0.0,,,,"New: $19, Used: Not known",,,"Pneumatic, Polybag",Collection,Polybag,Contains 5099-1 5107-1 5108-1 5109-1 
5128-1,"Transparent Plates, Bricks, Toolholders",Miscellaneous,Service Packs,,1996.0,80.0,0.0,,,$3.50,"New: $6, Used: Not known",,,Polybag,Normal,Polybag,
5129-1,Space Accessories (Exploriens),Miscellaneous,Service Packs,Space,1996.0,25.0,0.0,,,$4.25,"New: $25, Used: Not known",,,Polybag,Normal,Polybag,
5130-1,"Windows, Seats, Steering Wheels",Miscellaneous,Service Packs,,1996.0,14.0,0.0,/inventories/5130-1,,$3.00,"New: $5, Used: Not known",5.0,1review,Polybag,Normal,Polybag,
5131-1,"Hinges, Couplings, Turntables",Miscellaneous,Service Packs,,1996.0,27.0,0.0,,,$3.50,"New: $11, Used: Not known",,,Polybag,Normal,Polybag,
5133-1,Town Accessories,Miscellaneous,Service Packs,Town,1996.0,47.0,0.0,/inventories/5133-1,,$3.00,"New: $24, Used: Not known",,,Polybag,Normal,Polybag,
5140-1,Basic Bricks Red,Miscellaneous,Service Packs,,1996.0,62.0,0.0,/inventories/5140-1,,$5.00,"New: $13, Used: Not known",,,Polybag,Normal,Polybag,
5141-1,Basic Bricks Blue,Miscellaneous,Service Packs,,1996.0,62.0,0.0,/inventories/5141-1,,$5.00,"New: Not known, Used: Not known",,,Polybag,Normal,Polybag,Re-released as 10009-1 
5142-1,Basic Bricks White,Miscellaneous,Service Packs,,1996.0,62.0,0.0,,,$5.00,"New: $10, Used: Not known",,,Polybag,Normal,Polybag,
5143-1,Basic Bricks Yellow,Miscellaneous,Service Packs,,1996.0,62.0,0.0,/inventories/5143-1,,$5.00,"New: Not known, Used: Not known",,,Polybag,Normal,Polybag,Re-released as 10010-1 
5144-1,Basic Bricks Black,Miscellaneous,Service Packs,,1996.0,62.0,0.0,,,$5.00,"New: $5, Used: Not known",,,Polybag,Normal,Polybag,
5145-1,Basic Bricks Grey,Miscellaneous,Service Packs,,1996.0,62.0,0.0,/inventories/5145-1,,$5.00,"New: $15, Used: Not known",,,Polybag,Normal,Polybag,
5146-1,Plates Assorted Blue,Miscellaneous,Service Packs,,1996.0,42.0,0.0,/inventories/5146-1,,$5.00,"New: $5, Used: Not known",,,Polybag,Normal,Polybag,Re-released as 10011-1 
5147-1,Plates Assorted Red,Miscellaneous,Service Packs,,1996.0,42.0,0.0,/inventories/5147-1,,$5.00,"New: $15, Used: Not known",,,Polybag,Normal,Polybag,
5149-1,Doors and Windows,Miscellaneous,Service Packs,,1996.0,38.0,0.0,/inventories/5149-1,,$5.00,"New: $14, Used: $11",,,Polybag,Normal,Polybag,Limited release.
5151-1,Roof Bricks Steep 45 Degrees Red,Miscellaneous,Service Packs,,1996.0,59.0,0.0,/inventories/5151-1,,$5.00,"New: $7, Used: $8",5.0,1review,Polybag,Normal,Polybag,
5152-1,Roof Bricks Shallow 25 Degrees Red,Miscellaneous,Service Packs,,1996.0,60.0,0.0,/inventories/5152-1,,$5.00,"New: $10, Used: $5",4.0,1review,Polybag,Normal,Polybag,
5289-1,Toggle Joints and Connectors,Miscellaneous,Service Packs,Technic,1996.0,64.0,0.0,,,$4.50,"New: $9, Used: Not known",,,Polybag,Normal,Polybag,
5290-1,"Plates, Gear Racks",Miscellaneous,Service Packs,Technic,1996.0,16.0,0.0,,,$3.50,"New: $7, Used: Not known",,,Polybag,Normal,Polybag,
5291-1,"Lift-Arms, Triangles",Miscellaneous,Service Packs,Technic,1996.0,12.0,0.0,/inventories/5291-1,,$3.00,"New: $1, Used: Not known",,,Polybag,Normal,Polybag,
5292-1,Technic Suitcase,Miscellaneous,Service Packs,Technic,1996.0,1.0,0.0,,,,"New: $35, Used: $22",,,"Polybag, Storage",Normal,Polybag,
5293-1,Battery Box - Basic and Technic,Miscellaneous,Service Packs,,1996.0,1.0,0.0,,,$12.25,"New: $9, Used: $5",,,Polybag,Normal,Polybag,
5309-1,Wagon Plate Red 6 x 28,Miscellaneous,Service Packs,Trains,1996.0,1.0,0.0,,,$3.00,"New: $19, Used: Not known",,,Polybag,Normal,Polybag,
5310-1,Light Brick Conductor (9V),Miscellaneous,Service Packs,Trains,1996.0,4.0,0.0,/inventories/5310-1,,$5.00,"New: $12, Used: $11",,,"9V, Electric, Light Brick, Polybag",Normal,Polybag,
5311-1,"Two 2 x 2 Plates with Wire, 25.6 cm",Miscellaneous,Service Packs,Trains,1996.0,1.0,0.0,,,,"New: $11, Used: Not known",,,"9V, Electric, Polybag",Normal,Polybag,
5395-1,Belville Hospital Accessories,Miscellaneous,Service Packs,Belville,1996.0,5.0,0.0,,,,"New: $7, Used: Not known",,,Polybag,Normal,Polybag,
5396-1,Transparent Windows and Bricks,Miscellaneous,Service Packs,,1996.0,8.0,0.0,/inventories/5396-1,,$3.50,"New: $6, Used: Not known",3.0,1review,Polybag,Normal,Polybag,
5397-1,Magnet and Magnet Holder,Miscellaneous,Service Packs,,1996.0,12.0,0.0,/inventories/5397-1,,$4.00,"New: $22, Used: Not known",,,Polybag,Normal,Polybag,
5398-1,Decorated Elements,Miscellaneous,Service Packs,,1996.0,43.0,0.0,,,$4.25,"New: $5, Used: Not known",,,Polybag,Normal,Polybag,
5571-1,Giant Truck,Model making,Model Team,,1996.0,1757.0,0.0,/inventories/5571-1,,$139.00,"New: $1098, Used: $397",4.9,8,"16 Wide Car, Bedroom, Cat, Coffee Machine, Functional Steering, Multibuild, Truck",Normal,Box,
5820-1,Belville Garden Fun,Girls,Belville,,1996.0,29.0,1.0,/inventories/5820-1,/minifigs/inset-5820-1,,"New: $19, Used: $10",,,"Dog, Swing",Normal,,
5835-1,Belville Dance Studio,Girls,Belville,,1996.0,36.0,1.0,/inventories/5835-1,/minifigs/inset-5835-1,,"New: $15, Used: $19",,,,Normal,,
5875-1,Belville Hospital Ward,Girls,Belville,,1996.0,96.0,4.0,/inventories/5875-1,/minifigs/inset-5875-1,,"New: Not known, Used: $67",,,"Furniture, Hospital, Medical, Tv",Normal,,Same as 5876-1 
5876-1,Belville Hospital Ward,Girls,Belville,,1996.0,96.0,4.0,/inventories/5876-1,/minifigs/inset-5876-1,$30.00,"New: Not known, Used: $41",,,"Furniture, Hospital, Medical, Tv",Normal,,Has story booklet in French.Same as 5875-1 
5895-1,Villa Belville,Girls,Belville,,1996.0,312.0,4.0,,/minifigs/inset-5895-1,,"New: Not known, Used: $93",5.0,1review,"Bathroom, Bbq, Bedroom, Cat, Dog, Furnace, Furniture, House, Kitchen",Normal,,
6024-1,Bandit Ambush,Historical,Castle,Dark Forest,1996.0,59.0,2.0,/inventories/6024-1,/minifigs/inset-6024-1,$6.50,"New: $65, Used: $29",4.3,11,"Brick Built Tree, Catapult",Normal,Box,Limited release.
6046-1,Hemlock Stronghold,Historical,Castle,Dark Forest,1996.0,216.0,5.0,,/minifigs/inset-6046-1,$24.00,"New: $400, Used: $62",3.4,5,"Baseplate, Brick Built Tree, Cart, Castle, Catapult, Skeletons",Normal,Box,Limited release.
6079-1,Dark Forest Fortress,Historical,Castle,Dark Forest,1996.0,464.0,7.0,/inventories/6079-1,/minifigs/inset-6079-1,$50.00,"New: $435, Used: $360",4.4,5,"Baseplate, Brick Built Tree, Carriage, Castle, Catapult, Forest, Horse, Raised Baseplate, Road Baseplate",Normal,Box,Limited release.
6104-1,Aquacessories,Action/Adventure,Aquazone,Accessories,1996.0,20.0,2.0,,/minifigs/inset-6104-1,$7.25,"New: $28, Used: $17",3.8,5,"Octopus, Shark",Normal,Box,Figures and sea life pack.
6135-1,Spy Shark,Action/Adventure,Aquazone,Aquasharks,1996.0,57.0,1.0,/inventories/6135-1,/minifigs/inset-6135-1,$8.75,"New: $23, Used: $9",3.7,11,Submarine,Normal,Box,
6145-1,Crystal Crawler,Action/Adventure,Aquazone,Aquanauts,1996.0,96.0,1.0,/inventories/6145-1,/minifigs/inset-6145-1,$12.00,"New: $33, Used: $13",4.3,3,"Seafloor Vehicle, Submarine",Normal,Box,Same as 1728-1 
6190-1,Shark's Crystal Cave,Action/Adventure,Aquazone,Aquasharks,1996.0,258.0,2.0,/inventories/6190-1,/minifigs/inset-6190-1,$50.00,"New: $164, Used: $80",5.0,6,"Cage, Cave, Raised Baseplate, Shark, Submarine",Normal,Box,
6232-1,Skeleton Crew,Historical,Pirates,Imperial Armada,1996.0,28.0,2.0,,/minifigs/inset-6232-1,$3.00,"New: $26, Used: $7",4.2,10,Skeletons,Normal,Box,
6244-1,Armada Sentry,Historical,Pirates,Imperial Armada,1996.0,71.0,1.0,/inventories/6244-1,/minifigs/inset-6244-1,$8.75,"New: $55, Used: $25",4.0,9,"Baseplate, Rowing Boat",Normal,Box,
6248-1,Volcano Island,Historical,Pirates,,1996.0,119.0,2.0,,/minifigs/inset-6248-1,$12.00,"New: $105, Used: $33",4.0,6,"Baseplate, Cave, Island, Raft, Skeletons, Volcano",Normal,Box,
6280-1,Armada Flagship,Historical,Pirates,Imperial Armada,1996.0,284.0,3.0,,/minifigs/inset-6280-1,$50.00,"New: $273, Used: $103",4.2,11,"Galleon, Ship",Normal,Box,Also known as 'The Santa Cruz' in Europe.Re-released as 6291-1 
6289-1,Red Beard Runner,Historical,Pirates,,1996.0,703.0,7.0,/inventories/6289-1,/minifigs/inset-6289-1,$99.00,"New: $606, Used: $158",4.0,8,"Captain Red Beard, Galleon, Monkey, Parrot, Rowing Boat, Shark, Ship",Normal,Box,Re-released as 6290-1 
6296-1,Shipwreck Island,Historical,Pirates,,1996.0,216.0,4.0,,/minifigs/inset-6296-1,$29.75,"New: $125, Used: $51",4.2,5,"Baseplate, Crocodile, Island, Raft, Shipwreck",Normal,Box,
6318-1,"Flowers, Trees and Fences",Modern day,Town,Accessories,1996.0,49.0,0.0,/inventories/6318-1,,$4.50,"New: $21, Used: $10",4.0,2,Parrot,Normal,Box,
6331-1,Patriot Jet,Modern day,Town,Flight,1996.0,161.0,2.0,,/minifigs/inset-6331-1,$16.50,"New: $40, Used: $17",4.0,1review,"Aircraft, Jet Aircraft, Octan",Normal,Box,
6334-1,Wave Jump Racers,Modern day,Town,Leisure,1996.0,181.0,4.0,/inventories/6334-1,/minifigs/inset-6334-1,$20.00,"New: $42, Used: $28",4.2,6,"4X4, Beach, Coast Guard, Jetski, Lifeguard, Parrot, Racing, Trailer",Normal,Box,
6335-1,Indy Transport,Modern day,Town,Racing,1996.0,397.0,3.0,,/minifigs/inset-6335-1,$30.00,"New: $113, Used: $39",4.9,9,"Articulated Lorry, Formula 1, Octan, Racing, Racing Car, Service Vehicle, Trailer, Transport Vehicle, Truck",Normal,Box,
6337-1,Fast Track Finish,Modern day,Town,Racing,1996.0,329.0,6.0,/inventories/6337-1,/minifigs/inset-6337-1,$40.00,"New: $150, Used: $41",4.0,4,"Finish Line, Formula 1, Octan, Pit Stop, Racing, Racing Car, Road Baseplate, Tow Truck",Normal,Box,
6404-1,Carriage Ride,Modern day,Town,Paradisa,1996.0,62.0,2.0,,/minifigs/inset-6404-1,$8.75,"New: $26, Used: $17",5.0,1review,"Carriage, Foal, Horse, Parrot",Normal,Box,
6418-1,Country Club,Modern day,Town,Paradisa,1996.0,280.0,5.0,,/minifigs/inset-6418-1,$42.00,"New: $256, Used: $88",,,"Baseplate, Carriage, Horse, Parrot, Restaurant, Stable",Normal,Box,
6491-1,Rocket Racer,Action/Adventure,Time Cruisers,,1996.0,58.0,1.0,/inventories/6491-1,/minifigs/inset-6491-1,$4.50,"New: $28, Used: $4",3.4,5,"Aircraft, Time Machine",Normal,Box,
6492-1,Hypno Cruiser,Action/Adventure,Time Cruisers,,1996.0,157.0,2.0,/inventories/6492-1,/minifigs/inset-6492-1,$22.00,"New: $59, Used: $18",3.7,3,"Aircraft, Helicopter, Monkey, Propeller Aircraft, Time Machine",Normal,Box,Same as 1853-1 
6493-1,Flying Time Vessel,Action/Adventure,Time Cruisers,,1996.0,237.0,2.0,/inventories/6493-1,/minifigs/inset-6493-1,$44.00,"New: $63, Used: $31",3.8,4,"Aircraft, Galleon, Monkey, Propeller Aircraft, Ship, Time Machine",Normal,Box,
6494-1,Magic Mountain Time Lab,Action/Adventure,Time Cruisers,,1996.0,504.0,4.0,,/minifigs/inset-6494-1,$64.00,"New: $142, Used: $39",4.2,5,"Aircraft, Baseplate, Lab, Monkey, Robot, Skeletons, Time Machine",Normal,Box,
6500-1,Holiday Village,Modern day,Town,Shops and Services,1996.0,,0.0,,,,"New: Not known, Used: Not known",,,"Baseplate, Bicycle, Car, Delivery Truck, Motorcycle, Pizzeria, Restaurant, Road Baseplate, Unreleased",Normal,,Set was never released but did appear in a UK retailers catalogue for 1996.
6517-1,Water Jet,Modern day,Town,Leisure,1996.0,29.0,1.0,/inventories/6517-1,/minifigs/inset-6517-1,$3.00,"New: $11, Used: $3",4.0,7,Jetski,Normal,Box,
6518-1,Baja Buggy,Modern day,Town,Coastguard,1996.0,37.0,1.0,/inventories/6518-1,/minifigs/inset-6518-1,$3.50,"New: $8, Used: $3",4.0,7,"4X4, Coast Guard, Off Roader, Quad Bike",Normal,Box,
6545-1,Search N' Rescue,Modern day,Town,Police,1996.0,286.0,3.0,,/minifigs/inset-6545-1,$26.50,"New: $61, Used: $16",5.0,2,"Aircraft, Boat, Helicopter, Police, Police Boat, Police Helicopter, Propeller Aircraft, Trailer, Van",Normal,Box,
6546-1,Slick Racer,Modern day,Town,Racing,1996.0,39.0,1.0,/inventories/6546-1,/minifigs/inset-6546-1,$4.00,"New: $23, Used: $4",4.5,6,"Formula 1, Octan, Racing, Racing Car",Normal,Box,
6563-1,Gator Landing,Modern day,Town,Leisure,1996.0,233.0,3.0,/inventories/6563-1,/minifigs/inset-6563-1,$27.50,"New: $63, Used: $28",4.4,5,"4X4, Airboat, Aircraft, Airplane, Criminal Hideout, Crocodile, Jungle Bridge, Off Roader, Parrot, Propeller Aircraft, Seaplane",Normal,Box,
6581-1,Dig 'N' Dump,Modern day,Town,Construction,1996.0,127.0,2.0,/inventories/6581-1,/minifigs/inset-6581-1,$13.25,"New: $29, Used: $11",4.7,3,"Construction, Dump Truck, Excavator, Tipper Truck",Normal,Box,
6598-1,Metro PD Station,Modern day,Town,Police,1996.0,552.0,8.0,/inventories/6598-1,/minifigs/inset-6598-1,$66.00,"New: $287, Used: $57",5.0,2,"Aircraft, Bus, Camera, Car, Coffee Machine, Helicopter, Motorcycle, Police, Police Boat, Police Car, Police Helicopter, Police Station, Prisoner Transport, Propeller Aircraft, Road Baseplate, Shark",Normal,Box,
6615-1,Eagle Stunt Flyer,Modern day,Town,Flight,1996.0,76.0,1.0,/inventories/6615-1,/minifigs/inset-6615-1,$8.75,"New: $44, Used: $8",4.6,5,"Biplane, Propeller Aircraft",Normal,Box,
6625-1,Speed Trackers,Modern day,Town,Police,1996.0,62.0,2.0,,/minifigs/inset-6625-1,$6.75,"New: $40, Used: $8",4.3,6,"Motorcycle, Police, Police Car",Normal,Box,
6712-1,Sheriff's Showdown,Historical,Western,Cowboys,1996.0,28.0,2.0,/inventories/6712-1,/minifigs/inset-6712-1,$4.00,"New: $27, Used: $10",4.1,9,Horse,Normal,Box,
6716-1,Covered Wagon,Historical,Western,Cowboys,1996.0,64.0,1.0,/inventories/6716-1,/minifigs/inset-6716-1,$8.00,"New: $79, Used: $28",4.3,10,"Carriage, Horse, Trailer",Normal,Box,
6755-1,Sheriff's Lock-Up,Historical,Western,Cowboys,1996.0,176.0,4.0,/inventories/6755-1,/minifigs/inset-6755-1,$25.00,"New: $120, Used: $43",4.6,17,"Baseplate, Horse, Sheriff Office",Normal,Box,Re-released as 6764-1 
6761-1,Bandit's Secret Hide-Out,Historical,Western,Cowboys,1996.0,250.0,5.0,,/minifigs/inset-6761-1,$40.00,"New: $193, Used: $87",5.0,10,"Criminal Hideout, Horse, Mining, Parrot, Road Baseplate, Safe",Normal,Box,
6765-1,Gold City Junction,Historical,Western,Cowboys,1996.0,350.0,6.0,/inventories/6765-1,/minifigs/inset-6765-1,$50.00,"New: $248, Used: $97",5.0,8,"Bank, Baseplate, Carriage, Horse, Parrot, Store",Normal,Box,
6769-1,Fort Legoredo,Historical,Western,Cowboys,1996.0,687.0,10.0,/inventories/6769-1,/minifigs/inset-6769-1,$85.00,"New: $392, Used: $165",4.9,14,"Baseplate, Enclosed Fortress, Horse, Military, USA, Wild West",Normal,Box,Re-released as 6762-1 
6815-1,Hovertron,Action/Adventure,Space,Exploriens,1996.0,29.0,1.0,/inventories/6815-1,/minifigs/inset-6815-1,$3.00,"New: $19, Used: $4",4.3,12,Spaceship,Normal,Box,
6854-1,Alien Fossilizer,Action/Adventure,Space,Exploriens,1996.0,53.0,1.0,/inventories/6854-1,/minifigs/inset-6854-1,$6.00,"New: $45, Used: $15",3.8,5,Ground Vehicle,Normal,Box,
6856-1,Planetary Decoder,Action/Adventure,Space,Exploriens,1996.0,80.0,1.0,/inventories/6856-1,/minifigs/inset-6856-1,$8.00,"New: $30, Used: $8",4.0,6,Spaceship,Normal,Box,
6899-1,Nebula Outpost,Action/Adventure,Space,Exploriens,1996.0,158.0,2.0,/inventories/6899-1,/minifigs/inset-6899-1,$15.00,"New: $84, Used: $16",4.3,12,Base,Normal,Box,
6938-1,Scorpion Detector,Action/Adventure,Space,Exploriens,1996.0,196.0,2.0,/inventories/6938-1,/minifigs/inset-6938-1,$24.00,"New: $49, Used: $34",4.8,5,Ground Vehicle,Normal,Box,Same as 1737-1 
6958-1,Android Base,Action/Adventure,Space,Exploriens,1996.0,267.0,3.0,/inventories/6958-1,/minifigs/inset-6958-1,$40.00,"New: $307, Used: $48",4.7,7,"Base, Baseplate, Ground Vehicle, Spaceship",Normal,Box,
6982-1,Explorien Starship,Action/Adventure,Space,Exploriens,1996.0,662.0,4.0,/inventories/6982-1,/minifigs/inset-6982-1,$80.00,"New: $151, Used: $79",4.1,18,Spaceship,Normal,Box,
8207-1,Dune Duster,Technical,Technic,,1996.0,86.0,0.0,/inventories/8207-1,,$8.00,"New: $17, Used: $3",4.0,5,"Functional Steering, Go Kart, Racing Car, Sprung",Normal,Box,
8223-1,Hydrofoil 7,Technical,Technic,,1996.0,124.0,1.0,,/minifigs/inset-8223-1,,"New: $26, Used: $8",4.5,2,"9V Compatible, Airboat, Boat, Helicopter, Multibuild, Propeller Aircraft, Technic Figs",Normal,Box,
8230-1,Coastal Cop Buggy,Technical,Technic,,1996.0,175.0,1.0,/inventories/8230-1,/minifigs/inset-8230-1,$22.00,"New: $41, Used: $22",4.0,1review,"Dune Buggy, Functional Steering, Off Roader, Police, Police Car, Technic Figs",Normal,Box,
8244-1,Convertables,Technical,Technic,,1996.0,275.0,1.0,/inventories/8244-1,/minifigs/inset-8244-1,$33.00,"New: $45, Used: $34",3.7,3,"Aircraft, Car, Functional Steering, Helicopter, Motor Trike, Propeller Aircraft, Technic Figs, Telehandler",Normal,Box,
8286-1,3-In-1 Car,Technical,Technic,,1996.0,734.0,2.0,/inventories/8286-1,/minifigs/inset-8286-1,$84.00,"New: $134, Used: $56",3.5,2,"4X4, Aircraft, Helicopter, Technic Figs, Trailer",Normal,Box,
8408-1,Desert Ranger,Technical,Technic,,1996.0,289.0,0.0,/inventories/8408-1,,$30.00,"New: $60, Used: $22",3.5,2,"Dune Buggy, Functional Steering, Off Roader",Normal,Box,
8425-1,Black Falcon,Technical,Technic,,1996.0,465.0,0.0,/inventories/8425-1,,$49.50,"New: $145, Used: $76",3.0,1review,"Aircraft, Propeller Aircraft, Speedboat",Normal,Box,
8443-1,Pneumatic Log Loader,Technical,Technic,,1996.0,327.0,0.0,/inventories/8443-1,,$59.00,"New: $127, Used: $70",5.0,2,"Construction, Pneumatic, Telehandler",Normal,Box,
8456-1,Fiber Optic Multi Set,Technical,Technic,,1996.0,404.0,0.0,/inventories/8456-1,,$74.00,"New: $85, Used: $41",,,"9V, Aircraft, Dragster, Electric, Fibre Optics, Helicopter, Hovercraft, Racing Car",Normal,Box,
8480-1,Space Shuttle,Technical,Technic,,1996.0,1368.0,0.0,/inventories/8480-1,,$158.00,"New: $615, Used: $245",4.9,10,"Electric, Fibre Optics, Flagship Set, Micromotor, Satellite, Space Shuttle, Submarine",Normal,Box,
9261-1,Sloped Bricks,Educational,Dacta,,1996.0,330.0,0.0,,,,"New: Not known, Used: Not known",,,,Normal,Box,
9293-1,Community Workers,Educational,Dacta,,1996.0,182.0,30.0,/inventories/9293-1,/minifigs/inset-9293-1,$31.50,"New: $70, Used: Not known",5.0,2,"Bicycle, Monkey, Motor Trike, Octan, Pizza, Space",Normal,,Set contents were updated in 1999 (as shown).
9410-1,Explorien Key Chain,Miscellaneous,Gear,Key Chains/Space,1996.0,,0.0,,,,"New: Not known, Used: Not known",,,,Gear,,
9707-1,Intelligent House,Educational,Dacta,System,1996.0,,0.0,,,,"New: Not known, Used: Not known",,,,Normal,,
9752-1,Control Centre (9V),Educational,Dacta,Technic,1996.0,15.0,0.0,/inventories/9752-1,,,"New: $57, Used: Not known",,,,Normal,,
9833-1,Transformer 9 V,Educational,Dacta,,1996.0,1.0,0.0,,,"£13.99, $23.99","New: $39, Used: $12",,,"9V, Electric, Power Adapter",Normal,,
54-1,UFO Action Pack,Action/Adventure,Space,UFO,1997.0,96.0,0.0,,,,"New: $55, Used: Not known",,,,Collection,Box,Boxed collection also includes 'From Outer Space' audio CD.Contains 6800-1 6818-1 6836-1 
697-2,Building Ideas Book,Miscellaneous,Books,LEGO,1997.0,1.0,0.0,,,,"New: Not known, Used: Not known",3.7,3,Lego Ideas Book,Book,,Book includes sticker sheet.
1739-1,Penguin,Pre-school,Duplo,,1997.0,8.0,0.0,/inventories/1739-1,,,"New: $7, Used: Not known",,,Polybag,Normal,Polybag,"Promotional release with McDonalds, UK (in 1999)."
1781-1,Dinosaur Babies,Pre-school,Duplo,,1997.0,90.0,0.0,/inventories/1781-1,,,"New: Not known, Used: Not known",,,Triceratops,Normal,Box,
1782-1,Discovery Station,Modern day,Town,Divers,1997.0,322.0,5.0,/inventories/1782-1,/minifigs/inset-1782-1,$50.00,"New: $146, Used: $81",4.2,5,"Aircraft, Baseplate, Camera, Cave, Crane, Dinghy, Dolphin, Helicopter, Lab, Landing Pad, Monkey, Parrot, Propeller Aircraft, Sawfish, Sea Base, Shark, Skeletons, Stingray, Submarine, X Ray",Normal,Box,Limited release.
1783-1,Primo Rattle,Pre-school,Primo,,1997.0,2.0,0.0,,,$1.00,"New: $4, Used: Not known",,,Polybag,Normal,Polybag,"Promotional release with Jack-In-The-Box restaurants, US."
1824-1,Flying Duck,Basic,Basic,,1997.0,17.0,1.0,,/minifigs/inset-1824-1,,"New: Not known, Used: Not known",,,Polybag,Normal,Polybag,"Promotional release with Mars, Holland. Also available in the UK with an Easter egg promotion in 1999."
1825-1,Racing Car,Basic,Basic,,1997.0,19.0,0.0,/inventories/1825-1,,,"New: $9, Used: Not known",,,"Polybag, Racing Car",Normal,Polybag,"Promotional release with Mars, Holland. Also available in the UK with an Easter egg promotion in 1999."
1826-1,Bird? Boat? Plane?,Basic,Basic,,1997.0,19.0,0.0,,,,"New: Not known, Used: Not known",,,Polybag,Normal,Polybag,"Promotional release with Mars, Holland. Also available in the UK with an Easter egg promotion in 1999."
